timestamp,svid,constellation,cn0_dbhz,elevation_deg,azimuth_deg,used_in_fix,carrier_freq_hz,agc_db,baseband_cn0_dbhz
2026-02-23T16:32:19.717139,3,GPS,35.3,,,True,,,
2026-02-23T16:32:19.717139,4,GPS,38.0,,,True,,,
2026-02-23T16:32:19.717139,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:19.717139,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:19.717139,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:19.717139,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:19.717139,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:19.717139,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:21.010349,1,GPS,30.0,,,True,,,
2026-02-23T16:32:21.010349,2,GPS,32.7,,,True,,,
2026-02-23T16:32:21.010349,3,GPS,35.3,,,True,,,
2026-02-23T16:32:21.010349,4,GPS,38.0,,,True,,,
2026-02-23T16:32:21.010349,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:21.010349,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:21.010349,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:21.010349,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:21.010349,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:21.010349,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:22.256072,1,GPS,30.0,,,True,,,
2026-02-23T16:32:22.256072,2,GPS,32.7,,,True,,,
2026-02-23T16:32:22.256072,3,GPS,35.3,,,True,,,
2026-02-23T16:32:22.256072,4,GPS,38.0,,,True,,,
2026-02-23T16:32:22.256072,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:22.256072,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:22.256072,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:22.256072,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:22.256072,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:22.256072,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:23.525045,1,GPS,30.0,,,True,,,
2026-02-23T16:32:23.525045,2,GPS,32.7,,,True,,,
2026-02-23T16:32:23.525045,3,GPS,35.3,,,True,,,
2026-02-23T16:32:23.525045,4,GPS,38.0,,,True,,,
2026-02-23T16:32:23.525045,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:23.525045,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:23.525045,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:23.525045,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:23.525045,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:23.525045,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:24.788250,1,GPS,30.0,,,True,,,
2026-02-23T16:32:24.788250,2,GPS,32.7,,,True,,,
2026-02-23T16:32:24.788250,3,GPS,35.3,,,True,,,
2026-02-23T16:32:24.788250,4,GPS,38.0,,,True,,,
2026-02-23T16:32:24.788250,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:24.788250,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:24.788250,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:24.788250,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:24.788250,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:24.788250,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:26.022171,1,GPS,30.0,,,True,,,
2026-02-23T16:32:26.022171,2,GPS,32.7,,,True,,,
2026-02-23T16:32:26.022171,3,GPS,35.3,,,True,,,
2026-02-23T16:32:26.022171,4,GPS,38.0,,,True,,,
2026-02-23T16:32:26.022171,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:26.022171,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:26.022171,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:26.022171,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:26.022171,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:26.022171,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:27.271521,1,GPS,30.0,,,True,,,
2026-02-23T16:32:27.271521,2,GPS,32.7,,,True,,,
2026-02-23T16:32:27.271521,3,GPS,35.3,,,True,,,
2026-02-23T16:32:27.271521,4,GPS,38.0,,,True,,,
2026-02-23T16:32:27.271521,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:27.271521,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:27.271521,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:27.271521,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:27.271521,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:27.271521,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:28.517699,1,GPS,30.0,,,True,,,
2026-02-23T16:32:28.517699,2,GPS,32.7,,,True,,,
2026-02-23T16:32:28.517699,3,GPS,35.3,,,True,,,
2026-02-23T16:32:28.517699,4,GPS,38.0,,,True,,,
2026-02-23T16:32:28.517699,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:28.517699,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:28.517699,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:28.517699,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:28.517699,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:28.517699,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:29.781178,1,GPS,30.0,,,True,,,
2026-02-23T16:32:29.781178,2,GPS,32.7,,,True,,,
2026-02-23T16:32:29.781178,3,GPS,35.3,,,True,,,
2026-02-23T16:32:29.781178,4,GPS,38.0,,,True,,,
2026-02-23T16:32:29.781178,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:29.781178,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:29.781178,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:29.781178,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:29.781178,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:29.781178,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:31.019829,1,GPS,30.0,,,True,,,
2026-02-23T16:32:31.019829,2,GPS,32.7,,,True,,,
2026-02-23T16:32:31.019829,3,GPS,35.3,,,True,,,
2026-02-23T16:32:31.019829,4,GPS,38.0,,,True,,,
2026-02-23T16:32:31.019829,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:31.019829,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:31.019829,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:31.019829,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:31.019829,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:31.019829,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:32.269974,1,GPS,30.0,,,True,,,
2026-02-23T16:32:32.269974,2,GPS,32.7,,,True,,,
2026-02-23T16:32:32.269974,3,GPS,35.3,,,True,,,
2026-02-23T16:32:32.269974,4,GPS,38.0,,,True,,,
2026-02-23T16:32:32.269974,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:32.269974,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:32.269974,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:32.269974,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:32.269974,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:32.269974,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:33.514541,1,GPS,30.0,,,True,,,
2026-02-23T16:32:33.514541,2,GPS,32.7,,,True,,,
2026-02-23T16:32:33.514541,3,GPS,35.3,,,True,,,
2026-02-23T16:32:33.514541,4,GPS,38.0,,,True,,,
2026-02-23T16:32:33.514541,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:33.514541,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:33.514541,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:33.514541,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:33.514541,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:33.514541,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:34.788291,1,GPS,30.0,,,True,,,
2026-02-23T16:32:34.788291,2,GPS,32.7,,,True,,,
2026-02-23T16:32:34.788291,3,GPS,35.3,,,True,,,
2026-02-23T16:32:34.788291,4,GPS,38.0,,,True,,,
2026-02-23T16:32:34.788291,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:34.788291,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:34.788291,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:34.788291,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:34.788291,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:34.788291,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:36.063574,1,GPS,30.0,,,True,,,
2026-02-23T16:32:36.063574,2,GPS,32.7,,,True,,,
2026-02-23T16:32:36.063574,3,GPS,35.3,,,True,,,
2026-02-23T16:32:36.063574,4,GPS,38.0,,,True,,,
2026-02-23T16:32:36.063574,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:36.063574,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:36.063574,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:36.063574,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:36.063574,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:36.063574,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:37.337127,1,GPS,30.0,,,True,,,
2026-02-23T16:32:37.337127,2,GPS,32.7,,,True,,,
2026-02-23T16:32:37.337127,3,GPS,35.3,,,True,,,
2026-02-23T16:32:37.337127,4,GPS,38.0,,,True,,,
2026-02-23T16:32:37.337127,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:37.337127,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:37.337127,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:37.337127,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:37.337127,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:37.337127,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:38.613360,1,GPS,30.0,,,True,,,
2026-02-23T16:32:38.613360,2,GPS,32.7,,,True,,,
2026-02-23T16:32:38.613360,3,GPS,35.3,,,True,,,
2026-02-23T16:32:38.613360,4,GPS,38.0,,,True,,,
2026-02-23T16:32:38.613360,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:38.613360,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:38.613360,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:38.613360,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:38.613360,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:38.613360,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:39.867747,1,GPS,30.0,,,True,,,
2026-02-23T16:32:39.867747,2,GPS,32.7,,,True,,,
2026-02-23T16:32:39.867747,3,GPS,35.3,,,True,,,
2026-02-23T16:32:39.867747,4,GPS,38.0,,,True,,,
2026-02-23T16:32:39.867747,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:39.867747,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:39.867747,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:39.867747,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:39.867747,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:39.867747,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:41.090136,1,GPS,30.0,,,True,,,
2026-02-23T16:32:41.090136,2,GPS,32.7,,,True,,,
2026-02-23T16:32:41.090136,3,GPS,35.3,,,True,,,
2026-02-23T16:32:41.090136,4,GPS,38.0,,,True,,,
2026-02-23T16:32:41.090136,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:41.090136,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:41.090136,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:41.090136,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:41.090136,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:41.090136,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:42.342401,1,GPS,30.0,,,True,,,
2026-02-23T16:32:42.342401,2,GPS,32.7,,,True,,,
2026-02-23T16:32:42.342401,3,GPS,35.3,,,True,,,
2026-02-23T16:32:42.342401,4,GPS,38.0,,,True,,,
2026-02-23T16:32:42.342401,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:42.342401,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:42.342401,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:42.342401,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:42.342401,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:42.342401,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:43.615375,1,GPS,30.0,,,True,,,
2026-02-23T16:32:43.615375,2,GPS,32.7,,,True,,,
2026-02-23T16:32:43.615375,3,GPS,35.3,,,True,,,
2026-02-23T16:32:43.615375,4,GPS,38.0,,,True,,,
2026-02-23T16:32:43.615375,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:43.615375,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:43.615375,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:43.615375,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:43.615375,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:43.615375,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:44.880636,1,GPS,30.0,,,True,,,
2026-02-23T16:32:44.880636,2,GPS,32.7,,,True,,,
2026-02-23T16:32:44.880636,3,GPS,35.3,,,True,,,
2026-02-23T16:32:44.880636,4,GPS,38.0,,,True,,,
2026-02-23T16:32:44.880636,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:44.880636,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:44.880636,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:44.880636,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:44.880636,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:44.880636,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:46.116889,1,GPS,30.0,,,True,,,
2026-02-23T16:32:46.116889,2,GPS,32.7,,,True,,,
2026-02-23T16:32:46.116889,3,GPS,35.3,,,True,,,
2026-02-23T16:32:46.116889,4,GPS,38.0,,,True,,,
2026-02-23T16:32:46.116889,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:46.116889,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:46.116889,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:46.116889,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:46.116889,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:46.116889,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:47.379392,1,GPS,30.0,,,True,,,
2026-02-23T16:32:47.379392,2,GPS,32.7,,,True,,,
2026-02-23T16:32:47.379392,3,GPS,35.3,,,True,,,
2026-02-23T16:32:47.379392,4,GPS,38.0,,,True,,,
2026-02-23T16:32:47.379392,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:47.379392,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:47.379392,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:47.379392,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:47.379392,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:47.379392,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:48.649535,1,GPS,30.0,,,True,,,
2026-02-23T16:32:48.649535,2,GPS,32.7,,,True,,,
2026-02-23T16:32:48.649535,3,GPS,35.3,,,True,,,
2026-02-23T16:32:48.649535,4,GPS,38.0,,,True,,,
2026-02-23T16:32:48.649535,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:48.649535,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:48.649535,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:48.649535,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:48.649535,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:48.649535,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:49.932789,1,GPS,30.0,,,True,,,
2026-02-23T16:32:49.932789,2,GPS,32.7,,,True,,,
2026-02-23T16:32:49.932789,3,GPS,35.3,,,True,,,
2026-02-23T16:32:49.932789,4,GPS,38.0,,,True,,,
2026-02-23T16:32:49.932789,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:49.932789,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:49.932789,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:49.932789,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:49.932789,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:49.932789,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:51.211276,1,GPS,30.0,,,True,,,
2026-02-23T16:32:51.211276,2,GPS,32.7,,,True,,,
2026-02-23T16:32:51.211276,3,GPS,35.3,,,True,,,
2026-02-23T16:32:51.211276,4,GPS,38.0,,,True,,,
2026-02-23T16:32:51.211276,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:51.211276,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:51.211276,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:51.211276,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:51.211276,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:51.211276,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:52.471480,1,GPS,30.0,,,True,,,
2026-02-23T16:32:52.471480,2,GPS,32.7,,,True,,,
2026-02-23T16:32:52.471480,3,GPS,35.3,,,True,,,
2026-02-23T16:32:52.471480,4,GPS,38.0,,,True,,,
2026-02-23T16:32:52.471480,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:52.471480,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:52.471480,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:52.471480,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:52.471480,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:52.471480,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:53.727913,1,GPS,30.0,,,True,,,
2026-02-23T16:32:53.727913,2,GPS,32.7,,,True,,,
2026-02-23T16:32:53.727913,3,GPS,35.3,,,True,,,
2026-02-23T16:32:53.727913,4,GPS,38.0,,,True,,,
2026-02-23T16:32:53.727913,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:53.727913,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:53.727913,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:53.727913,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:53.727913,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:53.727913,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:54.994686,1,GPS,30.0,,,True,,,
2026-02-23T16:32:54.994686,2,GPS,32.7,,,True,,,
2026-02-23T16:32:54.994686,3,GPS,35.3,,,True,,,
2026-02-23T16:32:54.994686,4,GPS,38.0,,,True,,,
2026-02-23T16:32:54.994686,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:54.994686,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:54.994686,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:54.994686,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:54.994686,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:54.994686,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:56.276648,1,GPS,30.0,,,True,,,
2026-02-23T16:32:56.276648,2,GPS,32.7,,,True,,,
2026-02-23T16:32:56.276648,3,GPS,35.3,,,True,,,
2026-02-23T16:32:56.276648,4,GPS,38.0,,,True,,,
2026-02-23T16:32:56.276648,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:56.276648,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:56.276648,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:56.276648,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:56.276648,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:56.276648,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:57.507306,1,GPS,30.0,,,True,,,
2026-02-23T16:32:57.507306,2,GPS,32.7,,,True,,,
2026-02-23T16:32:57.507306,3,GPS,35.3,,,True,,,
2026-02-23T16:32:57.507306,4,GPS,38.0,,,True,,,
2026-02-23T16:32:57.507306,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:57.507306,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:57.507306,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:57.507306,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:57.507306,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:57.507306,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:58.756710,1,GPS,30.0,,,True,,,
2026-02-23T16:32:58.756710,2,GPS,32.7,,,True,,,
2026-02-23T16:32:58.756710,3,GPS,35.3,,,True,,,
2026-02-23T16:32:58.756710,4,GPS,38.0,,,True,,,
2026-02-23T16:32:58.756710,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:58.756710,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:58.756710,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:58.756710,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:58.756710,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:58.756710,10,GALILEO,38.0,,,True,,,
2026-02-23T16:32:59.982168,1,GPS,30.0,,,True,,,
2026-02-23T16:32:59.982168,2,GPS,32.7,,,True,,,
2026-02-23T16:32:59.982168,3,GPS,35.3,,,True,,,
2026-02-23T16:32:59.982168,4,GPS,38.0,,,True,,,
2026-02-23T16:32:59.982168,5,GLONASS,30.0,,,True,,,
2026-02-23T16:32:59.982168,6,GLONASS,34.0,,,True,,,
2026-02-23T16:32:59.982168,7,GLONASS,38.0,,,True,,,
2026-02-23T16:32:59.982168,8,GALILEO,30.0,,,True,,,
2026-02-23T16:32:59.982168,9,GALILEO,34.0,,,True,,,
2026-02-23T16:32:59.982168,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:01.214184,1,GPS,30.0,,,True,,,
2026-02-23T16:33:01.214184,2,GPS,32.7,,,True,,,
2026-02-23T16:33:01.214184,3,GPS,35.3,,,True,,,
2026-02-23T16:33:01.214184,4,GPS,38.0,,,True,,,
2026-02-23T16:33:01.214184,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:01.214184,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:01.214184,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:01.214184,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:01.214184,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:01.214184,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:02.490462,1,GPS,30.0,,,True,,,
2026-02-23T16:33:02.490462,2,GPS,32.7,,,True,,,
2026-02-23T16:33:02.490462,3,GPS,35.3,,,True,,,
2026-02-23T16:33:02.490462,4,GPS,38.0,,,True,,,
2026-02-23T16:33:02.490462,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:02.490462,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:02.490462,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:02.490462,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:02.490462,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:02.490462,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:03.779895,1,GPS,30.0,,,True,,,
2026-02-23T16:33:03.779895,2,GPS,32.7,,,True,,,
2026-02-23T16:33:03.779895,3,GPS,35.3,,,True,,,
2026-02-23T16:33:03.779895,4,GPS,38.0,,,True,,,
2026-02-23T16:33:03.779895,5,GLONASS,30.0,,,True,,,
