timestamp,satellites,max_cn0,mean_cn0,latitude,longitude,altitude,accuracy,constellations_used,l5_available,top4_avg_cn0_mean,top4_avg_cn0_std
2026-02-23T16:28:10.815433,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:11.792881,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:12.794094,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:13.805843,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:14.807718,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:15.795043,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:16.826674,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:17.809562,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:18.801315,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:19.788799,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:20.794063,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:21.795209,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:22.796497,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:23.792738,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:24.806604,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:25.793285,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:26.795683,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:27.788376,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:28.796006,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:29.806974,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:30.814634,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:31.802035,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:32.845783,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:33.801152,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:34.797214,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:35.784871,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
2026-02-23T16:28:36.799890,10,38.0,30.0,37.484517,-122.146336,-18.0,6.0,GPS GLONASS GALILEO,True,36.98999235778262,2.09366768682671
